Time,data
1730394320.1093853,0.0
1730394320.1449652,0.0
1730394320.1740608,0.0
1730394320.2047176,0.07288396849308922
1730394320.2415223,0.06216681785505299
1730394320.2705407,0.0
1730394320.3036084,0.06814803435712158
1730394320.3420289,0.0
1730394320.3723524,0.0
1730394320.40923,0.06051177446865249
1730394320.4434845,0.0
1730394320.469851,0.0
1730394320.5059783,0.060204337896487575
1730394320.55054,0.04862985939264506
1730394320.569291,0.12181040638395504
1730394320.6044662,0.0883769104945566
1730394320.6495986,0.06971097269599363
1730394320.6691027,0.11677499291654721
1730394320.70558,0.0
1730394320.7383192,0.0
1730394320.769333,0.0
1730394320.804749,0.0
1730394320.8396494,0.0
1730394320.8689167,0.0
1730394320.9045064,0.0
1730394320.9586215,0.0
1730394320.9686532,0.0
1730394321.0092316,0.0
1730394321.0397246,0.0
1730394321.0714629,0.0
1730394321.108327,0.0
1730394321.1357288,0.0
1730394321.1700182,0.0
1730394321.208036,0.0
1730394321.2367487,0.07793637018519434
1730394321.2897215,0.0
1730394321.303932,0.0
1730394321.3790677,0.0
1730394321.4022455,0.0
1730394321.4353335,0.0
1730394321.4689615,0.06683736008099014
1730394321.502284,0.06763711759562716
1730394321.5355837,0.0
1730394321.568986,0.0
1730394321.6049943,0.06228656318023409
1730394321.642331,0.06186945923800281
1730394321.6748183,0.0
1730394321.703783,0.0
1730394321.739656,0.0
1730394321.7721946,0.06787111202422648
1730394321.8031383,0.07314832922124279
1730394321.8489237,0.06837680871876964
1730394321.878871,0.10302914917131671
1730394321.9249294,0.0
1730394321.9402924,0.0
1730394321.9867187,0.14064209523936277
1730394322.005671,0.12069153372735214
1730394322.0493567,0.19580302547677642
1730394322.0852745,0.06110322572381812
1730394322.1039777,0.35062180413419136
1730394322.1419234,0.17377045245054545
1730394322.1702092,0.30779524763772165
1730394322.2056723,0.24585877889895524
1730394322.2429328,0.23566668951034575
1730394322.2728453,0.30490580774010173
1730394322.304171,0.26642195790421835
1730394322.3380427,0.3279203502195604
1730394322.3709567,0.3944640451613142
1730394322.4027593,0.40481902413669996
1730394322.4425771,0.3429040876627682
1730394322.471486,0.43046307021950786
1730394322.5387418,0.19550281304143124
1730394322.549442,1.389846526461633
1730394322.5719547,0.7805583457093622
1730394322.6045017,0.46849106746452496
1730394322.6545994,0.3048446156003532
1730394322.6699588,1.1672736218695843
1730394322.7466877,0.22676681322515607
1730394322.762443,1.2796836042725868
1730394322.7746618,1.4288870548216412
1730394322.8115985,0.6546173956820206
1730394322.8397658,0.7938392135223962
1730394322.8789582,0.44732228264843776
1730394322.9051268,0.8232230973324104
1730394322.93705,0.6384288437990454
1730394322.974016,0.6438951731659736
1730394323.0106378,0.6278913529426032
1730394323.035531,0.9890638317619413
1730394323.0725787,0.59638449184609
1730394323.1442966,0.33482396398724645
1730394323.1552203,2.4871174912368796
1730394323.1678116,1.9173996002732874
1730394323.211945,0.5514439357652469
1730394323.2386997,1.0877805568464856
1730394323.2717957,0.8005689743446462
1730394323.3188806,0.5502741916503289
1730394323.3379874,1.5162689528173263
1730394323.3723164,0.7704720844082017
1730394323.4452143,0.3622225060241954
1730394323.4559777,2.8826885973595227
1730394323.472981,1.8644226415457128
1730394323.5137568,0.6392396909932013
1730394323.5423303,1.0934820118536597
1730394323.5709984,1.0860002050642725
1730394323.6048076,0.9384284979641964
1730394323.6414535,0.8923716948663529
1730394323.6788788,0.8093197242080435
1730394323.7066324,1.069559457142098
1730394323.74238,1.021702923429911
1730394323.7730184,0.9760312090583947
1730394323.806129,1.0294579022901083
1730394323.8396637,0.984681811953874
1730394323.875357,0.9428977886619099
1730394323.9053764,1.1718800025427727
1730394323.9381356,0.9553182386164866
1730394323.9701972,1.1016653851327727
1730394324.006022,0.9984579693870934
1730394324.0367346,1.1592516935382735
1730394324.0732129,0.9835088694031561
1730394324.1054568,1.0206748776489691
1730394324.1394072,1.0540533310649474
1730394324.1746552,1.0131153988976291
1730394324.2060895,1.279807379417866
1730394324.2427804,0.9778627306812218
1730394324.2745233,1.1350053341275124
1730394324.3081565,1.1308561970697553
1730394324.338869,1.2228536487472392
1730394324.375342,1.0578556278144908
1730394324.4033287,1.2027891696429347
1730394324.4384494,1.147890400035476
1730394324.471177,1.0898410432558554
1730394324.5083196,1.0894385707396377
1730394324.5450509,1.053646285808808
1730394324.5756211,1.2525285706857467
1730394324.6104758,1.1526122135859538
1730394324.6451924,1.050477525235163
1730394324.6706853,1.487475210814525
1730394324.7039773,1.222294393603377
1730394324.7490337,0.9057327660046863
1730394324.7763796,1.3312799387749938
1730394324.8061657,1.5081637300985529
1730394324.8514173,0.7992345726332715
1730394324.8718233,1.8887838087854116
1730394324.9011567,1.475337361062181
1730394324.9559672,0.7279604326162363
1730394324.9706945,2.5054116239421673
1730394325.0034595,1.178537912657548
1730394325.0508745,0.9627867573403152
1730394325.0788507,1.3328000790212566
1730394325.1095192,1.317323584759133
1730394325.1360795,1.5122451840401616
1730394325.1719677,1.2092241397629904
1730394325.2227528,0.7609820727344198
1730394325.257766,1.307193660857256
1730394325.2718773,3.256655590276466
1730394325.3041923,1.22628646707598
1730394325.3365417,1.428868517118764
1730394325.3717797,1.1723616558613623
1730394325.4034498,1.2957659783472955
1730394325.4335308,1.4411846682377145
1730394325.4710443,1.1248190390430859
1730394325.5043557,1.305478539927853
1730394325.5362768,1.3647237788779987
1730394325.5692215,1.258857726990824
1730394325.6054723,1.202630303367041
1730394325.637005,1.38457230020744
1730394325.6686249,1.3941730642790005
1730394325.7052784,1.1458828346853647
1730394325.7363122,1.404886209359461
1730394325.7674901,1.4074649823996177
1730394325.804654,1.1745323289234502
1730394325.8381972,1.1735061400557725
1730394325.871313,1.2618124379851385
1730394325.9026875,1.1828001710831086
1730394325.9364686,1.1821951536294077
1730394325.9759846,0.8706446516707729
1730394326.0029693,1.3048692374977067
1730394326.040052,0.9336668606468502
1730394326.0747588,0.9695778523336723
1730394326.1030035,1.1415988118324598
1730394326.1788273,0.7996351728878115
1730394326.201852,1.2256405704485753
1730394326.237131,0.6730030973344667
1730394326.2820168,0.6155552485209467
1730394326.299778,1.6522056337322917
1730394326.33477,0.5979897686929815
1730394326.3658764,0.8294019788432584
1730394326.4038057,0.5182063693331562
1730394326.4372733,0.6958159646095121
1730394326.4683998,0.5974093040217131
1730394326.4999197,0.5623785514028664
1730394326.5342264,0.5364353717021645
1730394326.5690956,0.4709097448295377
1730394326.6020293,0.5686303502760549
1730394326.634744,0.3850828316690991
1730394326.6709569,0.44939125072367847
1730394326.7028825,0.29749993158485155
1730394326.7439048,0.29010829084655315
1730394326.806612,0.3801372374088157
1730394326.8370755,0.1525521362650277
1730394326.8718314,0.20191220484222197
1730394326.9048173,0.2816445934138121
1730394326.9362776,0.0
1730394326.970632,0.3020350598928577
1730394327.0049665,0.06736034095781586
1730394327.0386686,0.0
1730394327.0731683,0.0
1730394327.1011157,0.0
1730394327.141066,0.0
1730394327.1700203,0.0
1730394327.206233,0.0
1730394327.2380452,0.0
1730394327.26965,0.07379986988208637
1730394327.3066664,0.0
1730394327.3404067,0.0
1730394327.367429,0.0
